Actual Delivery Date;CustomerKey;DateKey;Discount Amount;Invoice Date;Invoice Number;Item Class;Item Number;Item;Line Number;List Price;Order Number;Promised Delivery Date;Sales Amount;Sales Amount Based on List Price;Sales Cost Amount;Sales Margin Amount;Sales Price;Sales Quantity;Sales Rep;U/M
25/06/2019;10020181;25/06/2018;1731,03;27/06/2018;106315;P01;485002;Club Head Cheese;30000;1236,89;204441;25/06/2019;1979,64;3710,67;1053,4;926,24;659,88;3;134;EA
25/06/2019;10020181;25/06/2018;1731,03;27/06/2018;106312;P01;485002;Club Head Cheese;28000;1236,89;201656;25/06/2019;1979,64;3710,67;1053,4;926,24;659,88;3;134;EA
25/06/2019;10020181;25/06/2018;2105,36;27/06/2018;106315;;239772;BBB Best Creamy Peanut Butter;2000;451,31;204441;25/06/2019;2407,74;4513,1;968,59;1439,15;240,774;10;134;EA
25/06/2019;10020181;25/06/2018;230,52;27/06/2018;106315;P01;38875;Ebony Honey Dew;26000;247,07;204441;25/06/2019;263,62;494,14;171,79;91,83;131,81;2;134;EA
25/06/2019;10020181;25/06/2018;5855,86;27/06/2018;106315;P01;458802;Club Muenster Cheese;29000;836,85;204441;25/06/2019;6696,89;12552,75;4699,09;1997,8;446,4593333;15;134;EA
25/06/2019;10020181;25/06/2018;12211,14;27/06/2018;106315;P01;285002;Fabulous Cola;11000;1090,67;204441;25/06/2019;13964,94;26176,08;8030,63;5934,31;581,8725;24;134;EA
25/06/2019;10020181;25/06/2018;2221,54;27/06/2018;106315;P01;37960;Bravo Large Canned Shrimp;20000;793,69;204441;25/06/2019;2540,6;4762,14;1771,5;769,1;423,4333333;6;134;EA
25/06/2019;10020181;25/06/2018;3599,05;27/06/2018;106315;P01;386312;Fabulous Apple Juice;24000;1543;204441;25/06/2019;4115,95;7715;2384,57;1731,38;823,19;5;134;EA
25/06/2019;10020181;25/06/2018;2866,18;27/06/2018;106315;P01;265032;BBB Best Grape Jelly;8000;1024;204441;25/06/2019;3277,82;6144;1860,39;1417,43;546,3033333;6;134;EA
25/06/2019;10020181;25/06/2018;370,26;27/06/2018;106314;P01;37960;Bravo Large Canned Shrimp;1000;793,69;203623;25/06/2019;423,43;793,69;295,25;128,18;423,43;1;134;EA
25/06/2019;10020192;25/06/2018;459,82;27/06/2018;106359;P01;29255;Thresher Spicy Mints;26000;507,75;203819;25/06/2019;555,68;1015,5;328,2;227,48;277,84;2;130;EA
25/06/2019;10020192;25/06/2018;303;27/06/2018;106347;P01;38826;Ebony Macintosh Apples;28000;223,06;202981;25/06/2019;366,18;669,18;110,48;255,7;122,06;3;130;SE
25/06/2019;10020192;25/06/2018;381,28;27/06/2018;106359;P01;39116;Nationeel Avocado Dip;36000;842,04;203819;25/06/2019;460,76;842,04;312,88;147,88;460,76;1;130;EA
25/06/2019;10020192;25/06/2018;451,46;27/06/2018;106436;P01;25300;Fast Dried Apples;8000;199,41;205618;25/06/2019;545,59;997,05;278,57;267,02;109,118;5;130;EA
25/06/2019;10020192;25/06/2018;186,57;27/06/2018;106436;P01;36001;Big Time Frozen Cheese Pizza;17000;412,03;205618;25/06/2019;225,46;412,03;84,79;140,67;225,46;1;130;EA
25/06/2019;10020192;25/06/2018;385,98;27/06/2018;106436;P01;61757;Carlson Buttermilk;39000;803,86;205618;25/06/2019;417,88;803,86;468,33;-50,45;417,88;1;130;EA
25/06/2019;10020192;25/06/2018;227,61;27/06/2018;106436;;38772;Ebony Sweet Peas;28000;125,67;205618;25/06/2019;275,07;502,68;200,04;75,03;68,7675;4;130;EA
25/06/2019;10020192;25/06/2018;505,01;27/06/2018;106436;P01;38826;Ebony Macintosh Apples;29000;223,06;205618;25/06/2019;610,29;1115,3;184,13;426,16;122,058;5;130;SE
25/06/2019;10020192;25/06/2018;384,47;27/06/2018;106359;P01;30092;Just Right Chicken Ramen Soup;28000;283,03;203819;25/06/2019;464,62;849,09;262,93;201,69;154,8733333;3;130;EA
25/06/2019;10020192;25/06/2018;588,19;27/06/2018;106436;;62510;Tell Tale Onions;41000;1299;205618;25/06/2019;710,81;1299;374,84;335,97;710,81;1;130;EA
25/06/2019;10020192;25/06/2018;452,8;27/06/2018;106436;P01;63002;Shady Lake Thai Rice;42000;250;205618;25/06/2019;547,2;1000;233,18;314,02;136,8;4;130;EA
25/06/2019;10020192;25/06/2018;421,86;27/06/2018;106359;P01;61856;Moms Potato Salad;43000;232,92;203819;25/06/2019;509,82;931,68;281,75;228,07;127,455;4;130;EA
25/06/2019;10020192;25/06/2018;226,4;27/06/2018;106436;P01;63003;Shady Lake Rice Medly;43000;250;205618;25/06/2019;273,6;500;137,02;136,58;136,8;2;130;EA
25/06/2019;10020192;25/06/2018;410,78;27/06/2018;106436;P01;29071;Nationeel Salted Pretzels;12000;181,44;205618;25/06/2019;496,42;907,2;148,41;348,01;99,284;5;130;SE
25/06/2019;10020192;25/06/2018;409,19;27/06/2018;106359;P01;38050;Gorilla Chocolate Milk;34000;301,23;203819;25/06/2019;494,5;903,69;327,95;166,55;164,8333333;3;130;EA
25/06/2019;10020192;25/06/2018;348,37;27/06/2018;106436;P01;11690;High Top Dried Mushrooms;3000;192,34;205618;25/06/2019;420,99;769,36;132,56;288,43;105,2475;4;130;SE
25/06/2019;10020192;25/06/2018;2948,34;27/06/2018;106436;P01;47801;Red Spade Foot-Long Hot Dogs;34000;1627,84;205618;25/06/2019;3563,02;6511,36;1888,93;1674,09;890,755;4;130;EA
25/06/2019;10020192;25/06/2018;390,3;27/06/2018;106436;P01;29394;Pearl Chardonnay;15000;123,14;205618;25/06/2019;471,68;861,98;190,03;281,65;67,38285714;7;130;EA
25/06/2019;10020192;25/06/2018;3888,37;27/06/2018;106436;P01;17801;Better Fancy Canned Sardines;6000;1431,23;205618;25/06/2019;4699,01;8587,38;2675,57;2023,44;783,1683333;6;130;EA
25/06/2019;10020192;25/06/2018;207,79;27/06/2018;106436;P01;32720;High Top Cauliflower;16000;50,99;205618;25/06/2019;251,12;458,91;69,11;182,01;27,90222222;9;130;EA
25/06/2019;10020663;25/06/2018;265;27/06/2018;106425;;63235;Token Cola;1000;625;205550;25/06/2019;360;625;253,71;106,29;360;1;169;EA
25/06/2019;10020907;25/06/2018;1134,73;27/06/2018;106382;P01;45880;Red Spade Low Fat Bologna;1000;767,75;204971;25/06/2019;1936,27;3071;1145,25;791,02;484,0675;4;167;EA
25/06/2019;10020907;25/06/2018;6693,898;27/06/2018;106382;P01;26502;Bravo Large Canned Shrimp;2000;905,8049;204971;25/06/2019;11422,2;18116,098;5431,93;5990,27;571,11;20;167;EA
25/06/2019;10020962;25/06/2018;6238,7;27/06/2018;106354;;30354;Washington Mango Drink;1000;1247,74;203568;25/06/2019;6238,7;12477,4;4889,78;1348,92;623,87;10;172;EA
26/06/2018;10020982;26/06/2017;727,71;28/06/2017;305192;P01;47801;Red Spade Foot-Long Hot Dogs;1000;1627,84;104210;26/06/2018;900,13;1627,84;472,23;427,9;900,13;1;119;EA
25/06/2019;10021139;25/06/2018;0;27/06/2018;106306;P01;30042;Just Right Regular Ramen Soup;1000;285,4;205722;25/06/2019;570,8;570,8;214,72;356,08;285,4;2;147;EA
25/06/2019;10021139;25/06/2018;0;27/06/2018;106307;;33244;High Top Walnuts;1000;622,02;205724;25/06/2019;1244,04;1244,04;583,88;660,16;622,02;2;147;EA
27/06/2018;10021158;26/06/2017;14097,09;28/06/2017;305224;P01;36001;Big Time Frozen Cheese Pizza;8000;412,03;104820;27/06/2018;10624,71;24721,8;5087,5;5537,21;177,0785;60;143;EA
27/06/2018;10021158;26/06/2017;295,83;28/06/2017;305224;P01;60794;High Top Walnuts;13000;51,88;104820;27/06/2018;222,97;518,8;105,14;117,83;22,297;10;143;EA
27/06/2018;10021158;26/06/2017;679,71;28/06/2017;305125;P01;63744;Cutting Edge Potato Salad;2000;298;101040;27/06/2018;512,29;1192;434,14;78,15;128,0725;4;143;EA
25/06/2019;10021160;25/06/2018;2273,46;27/06/2018;106294;P01;33445;Best Choice Corn Chips;9000;974,69;205177;25/06/2019;2599,99;4873,45;1747,84;852,15;519,998;5;119;EA
25/06/2019;10021160;25/06/2018;1518,77;27/06/2018;106294;P01;47801;Red Spade Foot-Long Hot Dogs;3000;1627,84;205177;25/06/2019;1736,91;3255,68;943,28;793,63;868,455;2;119;EA
25/06/2019;10021160;25/06/2018;1228,14;27/06/2018;106294;;239782;BBB Best Strawberry Preserves;1000;472,36;205177;25/06/2019;1133,66;2361,8;594,25;539,41;226,732;5;119;EA
25/06/2019;10021160;25/06/2018;10425,44;27/06/2018;106294;P01;275502;Fabulous Cream Soda;12000;1117,41;205177;25/06/2019;11922,76;22348,2;6557,16;5365,6;596,138;20;119;EA
25/06/2019;10021160;25/06/2018;842,14;27/06/2018;106294;;239772;BBB Best Creamy Peanut Butter;10000;451,31;205177;25/06/2019;963,1;1805,24;387,44;575,66;240,775;4;119;EA
25/06/2019;10021160;25/06/2018;8140,76;27/06/2018;106294;P01;285002;Fabulous Cola;14000;1090,67;205177;25/06/2019;9309,96;17450,72;5353,76;3956,2;581,8725;16;119;EA
25/06/2019;10021160;25/06/2018;421,07;27/06/2018;106294;;239772;BBB Best Creamy Peanut Butter;11000;451,31;205177;25/06/2019;481,55;902,62;193,72;287,83;240,775;2;119;EA
25/06/2019;10021160;25/06/2018;1731,03;27/06/2018;106294;P01;485002;Club Head Cheese;6000;1236,89;205177;25/06/2019;1979,64;3710,67;1053,4;926,24;659,88;3;119;EA
25/06/2019;10021160;25/06/2018;1163,72;27/06/2018;106294;P01;380762;Fabulous Cranberry Juice;2000;559,48;205177;25/06/2019;1074,2;2237,92;541,73;532,47;268,55;4;119;EA
25/06/2019;10021160;25/06/2018;9392,14;27/06/2018;106294;P01;284012;Fabulous Diet Soda;4000;1006,66;205177;25/06/2019;10741,06;20133,2;6077,64;4663,42;537,053;20;119;EA
25/06/2019;10021160;25/06/2018;21674,78;27/06/2018;106294;P01;265022;BBB Best Apple Preserves;5000;967,97;205177;25/06/2019;24787,78;46462,56;14330,82;10456,96;516,4120833;48;119;EA
25/06/2019;10021160;25/06/2018;2549,0896;27/06/2018;106294;P01;30284;Even Better Buttermilk;7000;1366,0699;205177;25/06/2019;2915,19;5464,2796;2202,48;712,71;728,7975;4;119;EA
25/06/2019;10021160;25/06/2018;279,38;27/06/2018;106294;P01;220061;Fantastic White Bread;16000;22,66;205177;25/06/2019;287,12;566,5;171,5;115,62;11,4848;25;119;PR
25/06/2019;10021160;25/06/2018;3073,09;27/06/2018;106294;P01;60035;Golden Waffles;13001;731,95;205177;25/06/2019;3514,46;6587,55;2402,02;1112,44;390,4955556;9;119;EA
25/06/2019;10021911;25/06/2018;268,96;27/06/2018;106319;P01;5742;Red Spade Beef Bologna;22000;115,31;205037;25/06/2019;307,59;576,55;96,52;211,07;61,518;5;115;EA
25/06/2019;10021911;25/06/2018;1432,35;27/06/2018;106319;P01;30290;Even Better Blueberry Yogurt;12000;1535,21;205037;25/06/2019;1638,07;3070,42;1108,51;529,56;819,035;2;115;EA
25/06/2019;10021911;25/06/2018;279,07;27/06/2018;106319;P01;25300;Fast Dried Apples;14000;199,41;205037;25/06/2019;319,16;598,23;168,01;151,15;106,3866667;3;115;EA
25/06/2019;10021911;25/06/2018;616,57;27/06/2018;106319;P01;30283;Even Better 2% Milk;9000;1321,7;205037;25/06/2019;705,13;1321,7;538,19;166,94;705,13;1;115;EA
25/06/2019;10021911;25/06/2018;329,31;27/06/2018;106319;P01;26651;Gorilla Mild Cheddar Cheese;36000;352,96;205037;25/06/2019;376,61;705,92;167,02;209,59;188,305;2;115;EA
25/06/2019;10021911;25/06/2018;207,46;27/06/2018;106319;P01;39972;Blue Label Turkey Noodle Soup;50000;222,36;205037;25/06/2019;237,26;444,72;106,2;131,06;118,63;2;115;EA
25/06/2019;10021911;25/06/2018;220,78;27/06/2018;106319;P01;28761;Ebony Fuji Apples;20000;157,76;205037;25/06/2019;252,5;473,28;144,14;108,36;84,16666667;3;115;SE
25/06/2019;10021911;25/06/2018;220,78;27/06/2018;106319;P01;34581;Super White Sugar;19000;157,76;205037;25/06/2019;252,5;473,28;144,64;107,86;84,16666667;3;115;SE
25/06/2019;10021911;25/06/2018;562,36;27/06/2018;106319;P01;265012;BBB Best Extra Chunky Peanut Butter;7000;1205,49;205037;25/06/2019;643,13;1205,49;308,71;334,42;643,13;1;115;EA
25/06/2019;10021911;25/06/2018;695,44;27/06/2018;106319;P01;30289;Even Better Strawberry Yogurt;11000;1490,76;205037;25/06/2019;795,32;1490,76;540,21;255,11;795,32;1;115;EA
25/06/2019;10021911;25/06/2018;441,57;27/06/2018;106319;P01;29091;Nationeel Beef Jerky;18000;157,76;205037;25/06/2019;504,99;946,56;357,8;147,19;84,165;6;115;SE
25/06/2019;10021911;25/06/2018;422,5607;27/06/2018;106319;P01;26502;Bravo Large Canned Shrimp;4000;905,8107;205037;25/06/2019;483,25;905,8107;271,6;211,65;483,25;1;115;EA
25/06/2019;10021911;25/06/2018;637,2699;27/06/2018;106319;P01;30284;Even Better Buttermilk;10000;1366,0699;205037;25/06/2019;728,8;1366,0699;550,62;178,18;728,8;1;115;EA
25/06/2019;10021911;25/06/2018;271,59;27/06/2018;106319;P01;31683;Golden Frozen Pepperoni Pizza;44000;291,09;205037;25/06/2019;310,59;582,18;156,24;154,35;155,295;2;115;EA
25/06/2019;10021911;25/06/2018;1058,74;27/06/2018;106319;P01;48500;Red Spade Low Fat Cole Slaw;8000;1134,77;205037;25/06/2019;1210,8;2269,54;649,26;561,54;605,4;2;115;EA
25/06/2019;10021911;25/06/2018;710,6;27/06/2018;106319;P01;29255;Thresher Spicy Mints;2000;507,75;205037;25/06/2019;812,65;1523,25;487,78;324,87;270,8833333;3;115;EA
24/06/2019;10021911;25/06/2018;466,25;27/06/2018;106273;;63811;Just Right Canned Tomatos;2000;37,36;203832;24/06/2019;430,39;896,64;167,88;262,51;17,93291667;24;115;EA
25/06/2019;10021911;25/06/2018;716,31;27/06/2018;106319;P01;45880;Red Spade Low Fat Bologna;3000;767,75;205037;25/06/2019;819,19;1535,5;572,62;246,57;409,595;2;115;EA
25/06/2019;10021911;25/06/2018;307,88;27/06/2018;106319;P01;24336;Fast Low Fat Cookies;33000;219,99;205037;25/06/2019;352,09;659,97;104,23;247,86;117,3633333;3;115;EA
25/06/2019;10021911;25/06/2018;8570,2914;27/06/2018;106387;P01;28500;Ebony Squash;6001;1020,6373;205037;25/06/2019;9801,18;18371,4714;5537,67;4263,51;544,51;18;115;EA
25/06/2019;10021986;25/06/2018;0;27/06/2018;106298;P01;30042;Just Right Regular Ramen Soup;1000;285,4;205828;25/06/2019;285,4;285,4;107,36;178,04;285,4;1;179;EA
25/06/2019;10021986;25/06/2018;0;27/06/2018;106299;P01;27550;Imagine Popsicles;1000;571,08;205829;25/06/2019;571,08;571,08;300,8;270,28;571,08;1;179;EA
26/06/2018;10022434;26/06/2017;283,47;28/06/2017;305171;P01;30500;Blue Label Canned Beets;1000;634,11;103602;26/06/2018;350,64;634,11;262,26;88,38;350,64;1;121;EA
26/06/2018;10022444;26/06/2017;485,4775;28/06/2017;305240;P01;28401;Ebony Prepared Salad;1000;966,4375;105002;26/06/2018;480,96;966,4375;271,36;209,6;480,96;1;173;EA
25/06/2019;10022450;25/06/2018;2212,07;27/06/2018;106370;P01;274022;Fabulous Strawberry Drink;1000;1221,33;204704;25/06/2019;2673,25;4885,32;1240,04;1433,21;668,3125;4;167;EA
25/06/2019;10022450;25/06/2018;1391;27/06/2018;106366;P01;265032;BBB Best Grape Jelly;1000;1024;204382;25/06/2019;1681;3072;912,79;768,21;560,3333333;3;167;EA
25/06/2019;10022456;25/06/2018;158,04;27/06/2018;106454;P01;29071;Nationeel Salted Pretzels;6000;181,44;205712;25/06/2019;204,84;362,88;59,36;145,48;102,42;2;168;SE
25/06/2019;10022456;25/06/2018;1246,66;27/06/2018;106454;P01;17801;Better Fancy Canned Sardines;2000;1431,23;205712;25/06/2019;1615,8;2862,46;891,86;723,94;807,9;2;168;EA
25/06/2019;10022456;25/06/2018;178,79;27/06/2018;106454;P01;26370;Bravo Canned Tomatos;5000;205,26;205712;25/06/2019;231,73;410,52;115,2;116,53;115,865;2;168;EA
25/06/2019;10022456;25/06/2018;359,29;27/06/2018;106454;P01;20910;Moms Sliced Turkey;3000;824,96;205712;25/06/2019;465,67;824,96;254;211,67;465,67;1;168;EA
25/06/2019;10022456;25/06/2018;546,2199;27/06/2018;106454;P01;37441;Atomic Mint Chocolate Bar;15000;1254,1899;205712;25/06/2019;707,97;1254,1899;342,52;365,45;707,97;1;168;EA
25/06/2019;10022456;25/06/2018;291,44;27/06/2018;106454;P01;38826;Ebony Macintosh Apples;16000;223,06;205712;25/06/2019;377,74;669,18;110,48;267,26;125,9133333;3;168;SE
25/06/2019;10022456;25/06/2018;222,07;27/06/2018;106454;P01;32720;High Top Cauliflower;10000;50,99;205712;25/06/2019;287,83;509,9;76,78;211,05;28,783;10;168;EA
25/06/2019;10022470;25/06/2018;0;27/06/2018;106380;P01;32618;High Top Summer Squash;1000;218,33;204955;25/06/2019;4366,6;4366,6;2284,97;2081,63;218,33;20;127;EA
24/06/2019;10022755;25/06/2018;259,67;27/06/2018;106289;P01;29260;Monarch Ravioli;50000;556,63;201518;24/06/2019;296,96;556,63;166,01;130,95;296,96;1;118;EA
25/06/2019;10023221;25/06/2018;211,47;27/06/2018;106350;P01;37060;Tell Tale Limes;117000;138,89;203495;25/06/2019;205,2;416,67;129,36;75,84;68,4;3;136;EA
25/06/2019;10023221;25/06/2018;504,08;27/06/2018;106396;P01;29260;Monarch Ravioli;15000;556,63;205143;25/06/2019;609,18;1113,26;332,01;277,17;304,59;2;136;EA
25/06/2019;10023221;25/06/2018;174,71;27/06/2018;106350;P01;29460;BBB Best Chunky Peanut Butter;87000;385,84;203495;25/06/2019;211,13;385,84;97,96;113,17;211,13;1;136;EA
25/06/2019;10023221;25/06/2018;254,03;27/06/2018;106350;P01;39900;Washington Cranberry Juice;142000;187,01;203495;25/06/2019;307;561,03;158,95;148,05;102,3333333;3;136;EA
25/06/2019;10023221;25/06/2018;194,91;27/06/2018;106396;P01;38808;Ebony Cauliflower;22000;202,96;205143;25/06/2019;211,01;405,92;132,6;78,41;105,505;2;136;EA
25/06/2019;10023221;25/06/2018;214,3;27/06/2018;106350;P01;34581;Super White Sugar;110000;157,76;203495;25/06/2019;258,98;473,28;144,64;114,34;86,32666667;3;136;EA
25/06/2019;10023221;25/06/2018;269,87;27/06/2018;106396;P01;63560;Gorilla Low Fat String Cheese;31000;298;205143;25/06/2019;326,13;596;195,66;130,47;163,065;2;136;EA
25/06/2019;10023221;25/06/2018;357,46;27/06/2018;106350;P01;39185;Nationeel Grape Fruit Roll;136000;263,15;203495;25/06/2019;431,99;789,45;271,75;160,24;143,9966667;3;136;EA
25/06/2019;10023221;25/06/2018;291,27;27/06/2018;106396;P01;61150;Good Light Wine;26000;321,63;205143;25/06/2019;351,99;643,26;260,72;91,27;175,995;2;136;EA
25/06/2019;10023221;25/06/2018;205,5;27/06/2018;106350;P01;28751;Ebony Cantelope;71000;113,46;203495;25/06/2019;248,34;453,84;126,27;122,07;62,085;4;136;EA
25/06/2019;10023221;25/06/2018;302,45;27/06/2018;106350;P01;29753;BBB Best Strawberry Jelly;88000;222,65;203495;25/06/2019;365,5;667,95;275,63;89,87;121,8333333;3;136;EA
25/06/2019;10023221;25/06/2018;1379,46;27/06/2018;106350;P01;29255;Thresher Spicy Mints;80000;507,75;203495;25/06/2019;1667,04;3046,5;975,56;691,48;277,84;6;136;EA
25/06/2019;10023221;25/06/2018;262,65;27/06/2018;106396;P01;37133;Tell Tale Mixed Nuts;20000;290,03;205143;25/06/2019;317,41;580,06;130,4;187,01;158,705;2;136;EA
25/06/2019;10023221;25/06/2018;834,08;27/06/2018;106350;P01;39680;Even Better String Cheese;139000;263,15;203495;25/06/2019;1007,97;1842,05;711,64;296,33;143,9957143;7;136;EA
25/06/2019;10023221;25/06/2018;2455,14;27/06/2018;106350;P01;38050;Gorilla Chocolate Milk;126000;301,23;203495;25/06/2019;2967;5422,14;1942,48;1024,52;164,8333333;18;136;EA
25/06/2019;10023221;25/06/2018;3928,85;27/06/2018;106350;P01;28761;Ebony Fuji Apples;72000;157,76;203495;25/06/2019;4747,95;8676,8;2642,59;2105,36;86,32636364;55;136;EA
25/06/2019;10023221;25/06/2018;445,21;27/06/2018;106350;P01;30557;Blue Label Regular Ramen Soup;98000;245,81;203495;25/06/2019;538,03;983,24;299,16;238,87;134,5075;4;136;EA
26/06/2018;10023511;26/06/2017;328,71;28/06/2017;305130;P01;39901;Washington Apple Juice;11000;346,23;101271;26/06/2018;363,75;692,46;220,62;143,13;181,875;2;136;EA
26/06/2018;10023511;26/06/2017;557,76;28/06/2017;305231;;62672;Tell Tale Fancy Plums;1000;235;104917;26/06/2018;617,24;1175;212;405,24;123,448;5;136;EA
25/06/2019;10023513;25/06/2018;1383,65;27/06/2018;106358;P01;38816;Ebony Squash;1000;144,13;203763;25/06/2019;2075,47;3459,12;1342,8;732,67;86,47791667;24;184;EA
25/06/2019;10023538;25/06/2018;13654,39;27/06/2018;106375;P01;36001;Big Time Frozen Cheese Pizza;5000;412,03;204794;25/06/2019;11067,41;24721,8;5064,44;6002,97;184,4568333;60;143;EA
25/06/2019;10023538;25/06/2018;822,95;27/06/2018;106324;P01;63560;Gorilla Low Fat String Cheese;4000;298;201038;25/06/2019;667,05;1490;540,09;126,96;133,41;5;143;EA
25/06/2019;10023538;25/06/2018;286,54;27/06/2018;106375;P01;60794;High Top Walnuts;13000;51,88;204794;25/06/2019;232,26;518,8;105,14;127,12;23,226;10;143;EA
25/06/2019;10023538;25/06/2018;458,43;27/06/2018;106375;P01;37673;Landslide French Roast Coffee;10000;207,5;204794;25/06/2019;371,57;830;199,89;171,68;92,8925;4;143;EA
25/06/2019;10023538;25/06/2018;687,71;27/06/2018;106375;P01;61484;Super Creamy Peanut Butter;16000;51,88;204794;25/06/2019;557,41;1245,12;366,7;190,71;23,22541667;24;143;EA
25/06/2019;10023538;25/06/2018;687,71;27/06/2018;106375;P01;62725;Tell Tale Walnuts;19000;51,88;204794;25/06/2019;557,41;1245,12;339,07;218,34;23,22541667;24;143;EA
25/06/2019;10023778;25/06/2018;205,57;27/06/2018;106392;P01;61856;Moms Potato Salad;32000;232,92;205067;25/06/2019;260,27;465,84;143,73;116,54;130,135;2;124;EA
25/06/2019;10023778;25/06/2018;1103,2;27/06/2018;106392;;63235;Token Cola;81000;625;205067;25/06/2019;1396,8;2500;1009,25;387,55;349,2;4;124;EA
25/06/2019;10023778;25/06/2018;308,73;27/06/2018;106392;;63253;Token Apple Drink;39000;349,81;205067;25/06/2019;390,89;699,62;183,35;207,54;195,445;2;124;EA
25/06/2019;10023778;25/06/2018;1705,88;27/06/2018;106392;P01;28401;Ebony Prepared Salad;5002;966,44;205067;25/06/2019;2159,88;3865,76;1107,68;1052,2;539,97;4;124;EA
25/06/2019;10023778;25/06/2018;815,09;27/06/2018;106392;P01;29394;Pearl Chardonnay;16000;123,14;205067;25/06/2019;1032,01;1847,1;596,29;435,72;68,80066667;15;124;EA
25/06/2019;10023778;25/06/2018;411,13;27/06/2018;106392;P01;61853;Moms Corned Beef;31000;232,92;205067;25/06/2019;520,55;931,68;289,21;231,34;130,1375;4;124;EA
25/06/2019;10023778;25/06/2018;527,97;27/06/2018;106392;P01;25300;Fast Dried Apples;45000;199,41;205067;25/06/2019;668,49;1196,46;336,02;332,47;111,415;6;124;EA
25/06/2019;10023778;25/06/2018;6315,73;27/06/2018;106392;P01;17801;Better Fancy Canned Sardines;1000;1431,23;205067;25/06/2019;7996,57;14312,3;4459,28;3537,29;799,657;10;124;EA
26/06/2018;10023793;26/06/2017;182,6;28/06/2017;305120;P01;11690;High Top Dried Mushrooms;1000;192,34;104991;26/06/2018;202,08;384,68;66,28;135,8;101,04;2;115;EA
25/06/2019;10024248;25/06/2018;381,28;27/06/2018;106384;P01;39116;Nationeel Avocado Dip;114000;842,04;205023;25/06/2019;460,76;842,04;318,44;142,32;460,76;1;113;EA
25/06/2019;10024248;25/06/2018;385,98;27/06/2018;106384;P01;61761;Carlson Strawberry Yogurt;129000;803,86;205023;25/06/2019;417,88;803,86;429,93;-12,05;417,88;1;113;EA
25/06/2019;10024248;25/06/2018;385,98;27/06/2018;106384;P01;61762;Carlson Blueberry Yogurt;130001;803,86;205023;25/06/2019;417,88;803,86;426,63;-8,75;417,88;1;113;EA
25/06/2019;10024248;25/06/2018;238,31;27/06/2018;106384;P01;39680;Even Better String Cheese;118000;263,15;205023;25/06/2019;287,99;526,3;203,33;84,66;143,995;2;113;EA
25/06/2019;10024248;25/06/2018;256,31;27/06/2018;106384;P01;30092;Just Right Chicken Ramen Soup;75000;283,03;205023;25/06/2019;309,75;566,06;154,43;155,32;154,875;2;113;EA
25/06/2019;10024248;25/06/2018;203,23;27/06/2018;106384;P01;29757;BBB Best Salt;70001;224,42;205023;25/06/2019;245,61;448,84;149,53;96,08;122,805;2;113;EA
25/06/2019;10024248;25/06/2018;201,63;27/06/2018;106384;P01;29753;BBB Best Strawberry Jelly;69000;222,65;205023;25/06/2019;243,67;445,3;183,76;59,91;121,835;2;113;EA
25/06/2019;10024248;25/06/2018;276,82;27/06/2018;106384;P01;38816;Ebony Squash;109000;144,13;205023;25/06/2019;299,7;576,52;212,65;87,05;74,925;4;113;EA
25/06/2019;10024248;25/06/2018;606,01;27/06/2018;106384;P01;38826;Ebony Macintosh Apples;110000;223,06;205023;25/06/2019;732,35;1338,36;224,1;508,25;122,0583333;6;113;SE
25/06/2019;10024260;25/06/2018;242,42;27/06/2018;106357;P01;29260;Monarch Ravioli;8000;556,63;203748;25/06/2019;314,21;556,63;166,01;148,2;314,21;1;181;EA
25/06/2019;10024260;25/06/2018;393,58;27/06/2018;106357;P01;38050;Gorilla Chocolate Milk;12000;301,23;203748;25/06/2019;510,11;903,69;323,75;186,36;170,0366667;3;181;EA
27/06/2018;10025025;26/06/2017;225,25;28/06/2017;305234;P01;29754;BBB Best Pepper;14000;485,84;104965;27/06/2018;260,59;485,84;162,65;97,94;260,59;1;110;EA
27/06/2018;10025025;26/06/2017;448,07;28/06/2017;305234;P01;28401;Ebony Prepared Salad;7000;966,44;104965;27/06/2018;518,37;966,44;271,36;247,01;518,37;1;110;EA
27/06/2018;10025025;26/06/2017;227,98;28/06/2017;305234;P01;30093;Just Right Canned Tuna in Water;18000;491,72;104965;27/06/2018;263,74;491,72;169,83;93,91;263,74;1;110;EA
27/06/2018;10025025;26/06/2017;184,9;28/06/2017;305234;P01;25300;Fast Dried Apples;5000;199,41;104965;27/06/2018;213,92;398,82;111,43;102,49;106,96;2;110;EA
27/06/2018;10025025;26/06/2017;3981,36;28/06/2017;305234;P01;17801;Better Fancy Canned Sardines;3000;1431,23;104965;27/06/2018;4606,02;8587,38;2675,57;1930,45;767,67;6;110;EA
27/06/2018;10025025;26/06/2017;289,77;28/06/2017;305234;;63234;Token Diet Soda;43000;625;104965;27/06/2018;335,23;625;272,61;62,62;335,23;1;110;EA
27/06/2018;10025025;26/06/2017;1005,71;28/06/2017;305234;P01;27550;Imagine Popsicles;6000;1084,61;104965;27/06/2018;1163,51;2169,22;590,47;573,04;581,755;2;110;EA
27/06/2018;10025025;26/06/2017;803,18;28/06/2017;305234;P01;38051;Gorilla 1% Milk;26000;577,46;104965;27/06/2018;929,2;1732,38;633,07;296,13;309,7333333;3;110;EA
27/06/2018;10025025;26/06/2017;350,77;28/06/2017;305234;P01;38061;Gorilla Blueberry Yogurt;27000;378,29;104965;27/06/2018;405,81;756,58;155,44;250,37;202,905;2;110;EA
